OBJECTID,quadrat,tag,StemTag,sp,lx,ly,dbh_2018,hom,codes_2018,status_2018,status_2022,comment_2022,mortality,census_status,tree_type,NAD83_X,NAD83_Y,personnel_list,personnel,date_measured,dbh_2023,status_currentCensus,codes_2023,code_choices,notes_currentCensus,DBH check,living_status,crown_position,crown_intact,crown_living,fad,fad_choices,lean_angle,wounded_main_stem,rotting_trunk,canker_swelling_deformity,dead_with_resprout,crown_check,GlobalID,CreationDate,Creator,EditDate,Editor,species,liana_load,multi stemmed,dbh_2018_mm,numeric_tag,hom_alert,lean_direction,comment_mortality,x,y
52095,1622,161248,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/11/2023 1:52:25 PM,14,LI,,,,,,,,,,,,,,,,,a375f969-bc86-40d6-8d12-414377b41555,7/11/2023 1:52:30 PM,shuej21,7/11/2023 1:52:30 PM,shuej21,astr,0,,,161248,,,,-78.1440516059718,38.8943934177176
52096,1622,161246,1,astr,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/11/2023 1:56:35 PM,20,LI,M,M,,,,,,,,,,,,,,,729a260d-68bb-4785-9b56-9ddd086a7007,7/11/2023 1:56:47 PM,shuej21,7/11/2023 1:56:47 PM,shuej21,astr,0,,,161246,,,,-78.1441280678492,38.8944081260047
52097,1622,161245,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/11/2023 2:00:49 PM,13,LI,,,,,,,,,,,,,,,,,d058804c-5241-48ba-8acc-0a5f41ea0e6f,7/11/2023 2:00:53 PM,shuej21,7/11/2023 2:00:53 PM,shuej21,astr,0,,,161245,,,,-78.1441276195906,38.8943991774226
52098,1622,161244,1,astr,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/11/2023 2:03:08 PM,28,LI,M,M,,,,,,,,,,,,,,,791c8fdd-5467-4f19-8e6e-c765c93779ca,7/11/2023 2:03:17 PM,shuej21,7/11/2023 2:03:17 PM,shuej21,astr,0,,,161244,,,,-78.1441318228049,38.8944249751211
52099,1622,161243,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/11/2023 2:08:52 PM,16,LI,,,,,,,,,,,,,,,,,9b3e35f9-2299-4e13-ab70-4f6571088b59,7/11/2023 2:09:21 PM,shuej21,7/11/2023 2:09:21 PM,shuej21,astr,0,,,161243,,,,-78.1441468291542,38.894471007259
52100,1622,161242,1,astr,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/11/2023 2:11:01 PM,10,LI,,,,,,,,,,,,,,,,,541d77b8-ea92-4870-8e63-d4c624101517,7/11/2023 2:11:11 PM,shuej21,7/11/2023 2:11:11 PM,shuej21,astr,0,,,161242,,,,-78.1441383769077,38.8944802557721
52101,1623,161241,1,astr,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/11/2023 3:25:36 PM,13,LI,M,M,,,,,,,,,,,,,,,bee231a4-78b7-47fd-8eb2-164e44078e9b,7/11/2023 3:25:40 PM,shuej21,7/11/2023 3:25:40 PM,shuej21,astr,0,,,161241,,,,-78.1442040850482,38.894620196375
52102,1419,141296,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/11/2023 1:54:39 PM,13,LI,,,,,,,,,,,,,,,,,b518ea9e-94fd-4237-b080-f2ab61e7a160,7/11/2023 1:54:41 PM,shuej21,7/11/2023 1:54:41 PM,shuej21,astr,0,,,141296,,,,-78.1445940669935,38.8939118069721
52103,1419,141297,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/11/2023 2:30:49 PM,11,LI,,,,,,,,,,,,,,,,,36b06e33-77ee-4810-ba8b-ee7c7d845855,7/11/2023 2:30:52 PM,shuej21,7/11/2023 2:30:52 PM,shuej21,astr,0,,,141297,,,,-78.1446332326329,38.893857140449
52104,1419,141298,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/11/2023 2:33:11 PM,13,LI,,,,,,,,,,,,,,,,,ca644955-5907-43e8-8b01-89d3493dbce1,7/11/2023 2:33:15 PM,shuej21,7/11/2023 2:33:15 PM,shuej21,astr,0,,,141298,,,,-78.1446295279823,38.8938486889059
52105,1419,141299,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/11/2023 2:35:44 PM,20,LI,,,,,,,,,,,,,,,,,cf9f9322-167c-4062-891f-bfcff72fd29f,7/11/2023 2:35:46 PM,shuej21,7/11/2023 2:35:46 PM,shuej21,astr,0,,,141299,,,,-78.1445843966366,38.8938453482791
52106,1420,142459,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/11/2023 3:56:06 PM,19,LI,,,Tag in field not in database ,,,,,,,,,,,,,,49a73b6f-8f49-41cb-a0bd-41c175786f23,7/11/2023 3:56:08 PM,shuej21,7/11/2023 3:56:08 PM,shuej21,astr,0,,,142459,,,,-78.1446502610769,38.8940982313365
52107,1420,141300,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/11/2023 5:12:47 PM,13,LI,,,,,,,,,,,,,,,,,99ff689f-de02-401a-99cd-01ba2ad3618d,7/11/2023 5:12:48 PM,shuej21,7/11/2023 5:12:48 PM,shuej21,astr,0,,,141300,,,,-78.1446100102734,38.8941454823289
52108,1420,141301,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/11/2023 5:22:59 PM,15,LI,,,,,,,,,,,,,,,,,76b0ac7d-e911-42fd-965c-010e3409cc70,7/11/2023 5:23:01 PM,shuej21,7/11/2023 5:23:01 PM,shuej21,astr,0,,,141301,,,,-78.1446715277827,38.894155827877
52109,1420,141302,1,astr,,,,,,,,,,1,recruit,,,IK,IK,7/11/2023 5:29:29 PM,13,LI,,,,,,,,,,,,,,,,,d33d8701-45c2-48fc-b4a9-989af044bbe7,7/11/2023 5:29:31 PM,shuej21,7/11/2023 5:29:31 PM,shuej21,astr,0,,,141302,,,,-78.1446785346414,38.8941292609994
52110,1420,141303,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/11/2023 5:32:08 PM,20,LI,DV,DV,,,,,,,,,,,,,,,ee79198d-a6f0-4c5f-8f09-b34098d5284a,7/11/2023 5:32:10 PM,shuej21,7/11/2023 5:32:10 PM,shuej21,astr,0,,,141303,,,,-78.1446766921967,38.8941398155978
52111,1420,141304,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/11/2023 5:34:12 PM,16,LI,,,,,,,,,,,,,,,,,4d95d00d-1591-4bc2-96d6-94a6e21a1111,7/11/2023 5:34:14 PM,shuej21,7/11/2023 5:34:14 PM,shuej21,astr,0,,,141304,,,,-78.1446829633335,38.8941444112107
52112,1420,141305,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/11/2023 5:36:16 PM,16,LI,M,M,,,,,,,,,,,,,,,50ccfefb-ec84-4722-bf06-f8326530a22e,7/11/2023 5:36:18 PM,shuej21,7/11/2023 5:36:18 PM,shuej21,astr,,,,141305,,,,-78.1446876300799,38.8941445076957
52113,1420,141306,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/11/2023 5:39:49 PM,14,LI,,,,,,,,,,,,,,,,,665be80c-2847-4326-be2d-0173f7ef6e17,7/11/2023 5:39:51 PM,shuej21,7/11/2023 5:39:51 PM,shuej21,astr,0,,,141306,,,,-78.1446857040922,38.8941491997927
52114,1420,141307,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/11/2023 5:49:55 PM,16,LI,,,,,,,,,,,,,,,,,66599d2a-501a-4d48-8864-836e8833ecb9,7/11/2023 5:49:59 PM,shuej21,7/11/2023 5:49:59 PM,shuej21,astr,0,,,141307,,,,-78.1446084166612,38.8941680555708
52115,1420,141308,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/11/2023 6:44:32 PM,14,LI,,,,,,,,,,,,,,,,,328d3e5f-6a03-485c-b8e6-cb0c7e8d9409,7/11/2023 6:44:35 PM,shuej21,7/11/2023 6:44:35 PM,shuej21,astr,0,,,141308,,,,-78.14449261218,38.8941491242755
52116,1420,141309,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/11/2023 7:03:04 PM,14,LI,,,,,,,,,,,,,,,,,18c65f39-829a-499b-ac2e-4058f6ee52fd,7/11/2023 7:03:08 PM,shuej21,7/11/2023 7:03:08 PM,shuej21,astr,0,,,141309,,,,-78.1445064255694,38.8941560215393
52117,1420,141310,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/11/2023 7:32:25 PM,27,LI,,,Was wire on it in field no tag and didn’t match map so made it a recruit,,,,,,,,,,,,,,a7b0729d-9cce-4981-bc6e-2f85c419bfb4,7/11/2023 7:32:27 PM,shuej21,7/11/2023 7:32:27 PM,shuej21,astr,0,,,141310,,,,-78.1444620640823,38.8941099591321
52118,1328,131915,1,astr,,,,1.3,,,,,,1,recruit,,,KB,KB,7/12/2023 1:14:55 PM,21,LI,,,,,,,,,,,,,,,,,c7131695-2f8e-4740-8368-4e5e4fce052c,7/12/2023 1:14:56 PM,shuej21,7/12/2023 1:14:56 PM,shuej21,astr,0,,,131915,,,,-78.1448649968962,38.8955923318195
52119,1328,131916,1,astr,,,,1.3,,,,,,1,recruit,,,KB,KB,7/12/2023 1:17:20 PM,25,LI,,,,,,,,,,,,,,,,,6818ad10-8f4d-4fb0-a575-c5845ae06a3d,7/12/2023 1:17:22 PM,shuej21,7/12/2023 1:17:22 PM,shuej21,astr,0,,,131916,,,,-78.1448616919965,38.8955737980259
52120,1328,131917,1,astr,,,,,,,,,,1,recruit,,,KB,KB,7/12/2023 1:20:00 PM,20,LI,,,,,,,,,,,,,,,,,0097fc56-877d-45cc-8fe1-303d3e752391,7/12/2023 1:20:01 PM,shuej21,7/12/2023 1:20:01 PM,shuej21,astr,0,,,131917,,,,-78.1448672004642,38.8955726458251
52121,1328,131918,1,astr,,,,1.3,,,,,,1,recruit,,,KB,KB,7/12/2023 1:22:13 PM,18,LI,,,,,,,,,,,,,,,,,6bca35e5-0221-4cfa-a2e7-c28a889f8034,7/12/2023 1:22:16 PM,shuej21,7/12/2023 1:22:16 PM,shuej21,astr,0,,,131918,,,,-78.144887230194,38.895571123774
52122,1420,141311,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/12/2023 1:45:35 PM,14,LI,,,,,,,,,,,,,,,,,642ae93e-5b87-49a3-a93c-8b0cdcf252e9,7/12/2023 1:45:41 PM,shuej21,7/12/2023 1:45:41 PM,shuej21,astr,0,,,141311,,,,-78.14447148741,38.8940584180325
52123,1420,141313,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/12/2023 1:59:33 PM,11,LI,,,,,,,,,,,,,,,,,7b481368-a6ce-4048-a0bc-99b696d0c780,7/12/2023 1:59:36 PM,shuej21,7/12/2023 1:59:36 PM,shuej21,astr,0,,,141313,,,,-78.1445312136814,38.8940341604665
52124,1421,141314,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/12/2023 2:48:27 PM,23,LI,,,,,,,,,,,,,,,,,d3fc8894-c41d-42e6-b229-35e7badc7c78,7/12/2023 2:48:29 PM,shuej21,7/12/2023 2:48:29 PM,shuej21,astr,0,,,141314,,,,-78.1444819860074,38.8942182451015
52125,1421,141312,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/12/2023 2:51:16 PM,17,LI,,,,,,,,,,,,,,,,,02a28c08-2afb-4aeb-8242-239111c6003a,7/12/2023 2:51:19 PM,shuej21,7/12/2023 2:51:19 PM,shuej21,astr,0,,,141312,,,,-78.1444783837634,38.894230460202
52126,1421,141315,1,astr,,,,1.3,,,,,0,1,recruit,,,IK,IK,7/12/2023 2:59:00 PM,14,LI,,,,,,,,,,,,,,,,,391324fc-5cf1-4a60-91ba-4f782c05c958,7/12/2023 2:59:01 PM,shuej21,7/12/2023 2:59:01 PM,shuej21,astr,0,,,141315,,,,-78.1445488889161,38.8942128510504
52127,1421,141316,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/12/2023 3:05:39 PM,15,LI,,,,,,,,,,,,,,,,,1091aa6b-a9a6-497c-9cfc-bd6b24a29d3a,7/12/2023 3:05:42 PM,shuej21,7/12/2023 3:05:42 PM,shuej21,astr,0,,,141316,,,,-78.1445549246931,38.8942376594993
52128,1421,141317,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,7/12/2023 6:16:15 PM,13,LI,,,,,,,,,,,,,,,,,f1271191-9ba3-4d0a-b628-923b24ef96b9,7/12/2023 6:16:16 PM,shuej21,7/12/2023 6:16:16 PM,shuej21,astr,0,,,141317,,,,-78.144572709529,38.894309249686
52129,1627,161240,1,libe,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/12/2023 1:28:47 PM,13,LI,,,,,,,,,,,,,,,,,0ef61055-65bf-4950-a030-bdbf12124bd2,7/12/2023 1:28:53 PM,shuej21,7/12/2023 1:28:53 PM,shuej21,libe,0,,,161240,,,,-78.1441124847144,38.8954245346787
52130,1627,161239,1,ceca,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/12/2023 1:30:13 PM,12,LI,,,,,,,,,,,,,,,,,a5b0ba7f-7d16-47c3-992b-b2a7ba700f86,7/12/2023 1:30:18 PM,shuej21,7/12/2023 1:30:18 PM,shuej21,ceca,0,,,161239,,,,-78.1440950124878,38.8954213479407
52131,1627,161237,1,ceca,,,,,,,,,0,1,recruit,,,CT,CT,7/12/2023 1:49:01 PM,11,LI,,,,,,,,,,,,,,,,,9793ca09-c0b2-440a-a25c-826147662a47,7/12/2023 1:49:10 PM,shuej21,7/12/2023 1:49:10 PM,shuej21,ceca,0,,,161237,,,,-78.1440228283867,38.895401817108
52132,1627,161236,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 1:56:23 PM,21,LI,,,,,,,,,,,,,,,,,158f2561-7e8d-44f2-891b-e2a2627cd086,7/12/2023 1:56:25 PM,shuej21,7/12/2023 1:56:25 PM,shuej21,libe,0,,,161236,,,,-78.1439907315879,38.8954588763395
52133,1628,161235,1,ceca,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 2:15:52 PM,17,LI,,,,,,,,,,,,,,,,,45301fc6-d31e-4302-80bc-3b85785a00b1,7/12/2023 2:15:55 PM,shuej21,7/12/2023 2:15:55 PM,shuej21,ceca,0,,,161235,,,,-78.1440383198178,38.8955787032378
52134,1628,161234,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 2:22:00 PM,15,LI,,,,,,,,,,,,,,,,,fdc77b6d-3f35-4e14-a87a-9bc65e765c08,7/12/2023 2:21:28 PM,shuej21,7/12/2023 2:22:03 PM,shuej21,libe,0,,,161234,,,,-78.1439945476228,38.8955727618504
52135,1628,161233,1,libe,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/12/2023 2:32:36 PM,10,LI,,,,,,,,,,,,,,,,,f9d2e57a-4c02-45df-a05e-e10cf538f047,7/12/2023 2:32:40 PM,shuej21,7/12/2023 2:32:40 PM,shuej21,libe,0,,,161233,,,,-78.1440160092723,38.8954836668751
52136,1630,161232,1,astr,,,,1.3,,,,,,1,recruit,,,,,,14,LI,,,,,,,,,,,,,,,,,e4ddf87d-86d6-49de-9ea5-af440c5c4907,7/12/2023 3:41:05 PM,shuej21,7/12/2023 3:41:05 PM,shuej21,astr,0,,,161232,,,,-78.1439884040204,38.8959843103509
52137,1630,161231,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 3:44:00 PM,15,LI,,,,,,,,,,,,,,,,,6d51f8b8-dcf6-4584-a7da-355a7a77e784,7/12/2023 3:44:01 PM,shuej21,7/12/2023 3:44:01 PM,shuej21,astr,0,,,161231,,,,-78.1439919424848,38.8959597465149
52138,1630,161230,1,ceca,,,,,,,,,0,1,recruit,,,CT,CT,7/12/2023 3:55:38 PM,16,LI,,,,,,,,,,,,,,,,,30b39a1f-bbf8-4d53-90fa-7626d720a8ad,7/12/2023 3:55:45 PM,shuej21,7/12/2023 3:55:45 PM,shuej21,ceca,0,,,161230,,,,-78.1440949145378,38.8959527291774
52139,1630,161229,1,libe,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/12/2023 3:57:15 PM,11,LI,,,,,,,,,,,,,,,,,9d1bb2fb-7699-49b8-bd65-ae21808e67fb,7/12/2023 3:57:20 PM,shuej21,7/12/2023 3:57:20 PM,shuej21,libe,0,,,161229,,,,-78.1440831115762,38.8959640287954
52140,1630,161228,1,libe,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/12/2023 4:03:57 PM,11,LI,M,M,,,,,,,,,,,,,,,aa4fa908-aefb-49d2-8893-66c9ffe39005,7/12/2023 3:59:35 PM,shuej21,7/12/2023 4:04:01 PM,shuej21,libe,0,,,161228,,,,-78.1440889146937,38.8959236998743
52141,1630,161227,1,ceca,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/12/2023 4:03:46 PM,15,LI,,,,,,,,,,,,,,,,,aaa88849-6288-4a83-8ab4-29d46cd6854d,7/12/2023 4:01:23 PM,shuej21,7/12/2023 4:03:51 PM,shuej21,ceca,0,,,161227,,,,-78.1440998965943,38.895928655433
52142,1630,161226,1,libe,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/12/2023 4:04:30 PM,10,LI,,,,,,,,,,,,,,,,,e6ecc073-d5e0-4714-89d8-25717246931e,7/12/2023 4:03:40 PM,shuej21,7/12/2023 4:04:43 PM,shuej21,libe,0,,,161226,,,,-78.1441236390585,38.8959503625647
52143,1630,161225,1,libe,,,,1.3,,,,,0,1,recruit,,,CT,CT,7/12/2023 4:05:19 PM,12,LI,M,M,,,,,,,,,,,,,,,40567760-b631-45a4-b50b-672a6d585bc6,7/12/2023 4:05:23 PM,shuej21,7/12/2023 4:05:23 PM,shuej21,libe,0,,,161225,,,,-78.1441231117465,38.8959685068348
52144,1631,161249,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 5:49:42 PM,10,LI,,,,,,,,,,,,,,,,,5e1e3db4-e5e9-4504-b8be-5de28028e931,7/12/2023 5:49:43 PM,shuej21,7/12/2023 5:49:43 PM,shuej21,astr,0,,,161249,,,,-78.1439802760638,38.8960236128902
52145,1631,161251,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 5:52:52 PM,11,LI,M,M,,,,,,,,,,,,,,,8b85e41b-7cd2-4e98-b0df-9786a123d362,7/12/2023 5:52:54 PM,shuej21,7/12/2023 5:52:54 PM,shuej21,astr,0,,,161251,,,,-78.1439838073402,38.8960219922684
52146,1631,161252,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 5:56:09 PM,11,LI,,,,,,,,,,,,,,,,,2f336a32-399d-45c1-b75b-11af2cd831c0,7/12/2023 5:56:10 PM,shuej21,7/12/2023 5:56:10 PM,shuej21,astr,0,,,161252,,,,-78.1439903506679,38.8960025231288
52147,1630,161250,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 5:59:08 PM,11,LI,,,,,,,,,,,,,,,,,8f3f5586-a02b-491c-b062-547ef6397c3d,7/12/2023 5:59:09 PM,shuej21,7/12/2023 5:59:09 PM,shuej21,astr,0,,,161250,,,,-78.1440074366196,38.8959983345406
52148,1631,161255,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 6:04:01 PM,12,LI,,,,,,,,,,,,,,,,,f3ac0e74-76f6-468a-b954-28132920369d,7/12/2023 6:04:05 PM,shuej21,7/12/2023 6:04:05 PM,shuej21,astr,0,,,161255,,,,-78.1439900667983,38.8960350844879
52149,1631,161253,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 6:07:52 PM,16,LI,,,,,,,,,,,,,,,,,68bc9483-d7a6-4d78-81c9-2ffc59eb8278,7/12/2023 6:07:54 PM,shuej21,7/12/2023 6:07:54 PM,shuej21,astr,0,,,161253,,,,-78.1440222076124,38.8960114225698
52150,1631,161254,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 6:29:00 PM,14,LI,,,,,,,,,,,,,,,,,64ed3bfc-40cc-4e54-a6da-dfcf7664c8dd,7/12/2023 6:29:02 PM,shuej21,7/12/2023 6:29:02 PM,shuej21,astr,0,,,161254,,,,-78.1440114655518,38.8961653633343
52151,1631,161257,1,elum,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 6:42:11 PM,24,LI,M,M,,,,,,,,,,,,,,,f4547a7c-179b-49a0-bf10-aa879b8a6110,7/12/2023 6:42:13 PM,shuej21,7/12/2023 6:42:13 PM,shuej21,elum,0,,,161257,,,,-78.1441850128276,38.8961150325557
52152,1631,161256,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 6:59:27 PM,12,LI,,,,,,,,,,,,,,,,,064dc18e-5f01-4cd0-a44b-22f1f48d01ff,7/12/2023 6:59:29 PM,shuej21,7/12/2023 6:59:29 PM,shuej21,astr,0,,,161256,,,,-78.1439837049303,38.8960531783976
52153,1632,161258,1,elum,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 7:21:45 PM,20,LI,M,M,,,,,,,,,,,,,,,cec76574-7b73-4a6a-8c34-323688b1b165,7/12/2023 7:21:47 PM,shuej21,7/12/2023 7:21:47 PM,shuej21,elum,0,,,161258,,,,-78.1440829480644,38.8962560731807
52154,1632,161259,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 7:33:02 PM,27,LI,M,M,,,,,,,,,,,,,,,dc8539b8-5bfc-4a55-a14c-8aa45aac900c,7/12/2023 7:33:04 PM,shuej21,7/12/2023 7:33:04 PM,shuej21,libe,0,,,161259,,,,-78.1439978596619,38.8963356539385
52155,1632,161261,1,astr,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 7:40:34 PM,11,LI,M,M,,,,,,,,,,,,,,,53d2ed0d-b588-445b-84c0-b12cb0c4e80d,7/12/2023 7:40:35 PM,shuej21,7/12/2023 7:40:35 PM,shuej21,astr,0,,,161261,,,,-78.1440285721533,38.89634209445
52156,1632,161223,1,ceca,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 7:47:00 PM,14,LI,,,,,,,,,,,,,,,,,027de2a8-f650-4b0c-ac98-3bde3c1725bc,7/12/2023 7:47:01 PM,shuej21,7/12/2023 7:47:01 PM,shuej21,ceca,0,,,161223,,,,-78.1441256862927,38.8963568240078
52157,1632,161238,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 7:54:10 PM,12,LI,,,,,,,,,,,,,,,,,e9648a4e-567a-472f-af8e-6573602e9914,7/12/2023 7:54:11 PM,shuej21,7/12/2023 7:54:11 PM,shuej21,libe,0,,,161238,,,,-78.1441517509041,38.8963324078207
52158,1632,161224,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 7:58:05 PM,19,LI,M,M,,,,,,,,,,,,,,,51e11c00-e916-440e-9aba-4737d2a692d5,7/12/2023 7:58:06 PM,shuej21,7/12/2023 7:58:06 PM,shuej21,libe,0,,,161224,,,,-78.1441496030335,38.8963235384843
52159,1632,161260,1,elum,,,,1.3,,,,,,1,recruit,,,CT,CT,7/12/2023 8:02:21 PM,23,LI,M,M,,,,,,,,,,,,,,,f0d79fbb-ac9c-4dca-80c6-1904d134425d,7/12/2023 8:02:22 PM,shuej21,7/12/2023 8:02:22 PM,shuej21,elum,0,,,161260,,,,-78.1441640344678,38.8962647257939
52160,1316,131987,1,astr,,,,1.3,,,,,,1,recruit,,,RH,RH,7/12/2023 1:58:10 PM,12,LI,,,,,,,,,,,,,,,,,1741929f-492a-479c-bbf9-502ce43378cc,7/12/2023 1:58:12 PM,shuej21,7/12/2023 1:58:12 PM,shuej21,astr,0,,,131987,,,,-78.144697847557,38.8934778617877
52161,1316,131989,1,astr,,,,1.3,,,,,,1,recruit,,,RH,RH,7/12/2023 2:05:12 PM,14,LI,,,,,,,,,,,,,,,,,81c83379-04e9-4854-b2c8-9f4adf754799,7/12/2023 2:05:13 PM,shuej21,7/12/2023 2:05:13 PM,shuej21,astr,0,,,131989,,,,-78.1446968764791,38.8934679377436
52162,1316,131990,1,astr,,,,1.3,,,,,,1,recruit,,,RH,RH,7/12/2023 2:13:11 PM,11,LI,,,,,,,,,,,,,,,,,4622ef4f-a278-4ec0-86b4-b1ba880bd3c4,7/12/2023 2:13:12 PM,shuej21,7/12/2023 2:13:12 PM,shuej21,astr,0,,,131990,,,,-78.1446965638658,38.8934626708822
52163,1316,131991,1,astr,,,,1.3,,,,,,1,recruit,,,RH,RH,7/12/2023 2:40:35 PM,11,LI,,,,,,,,,,,,,,,,,e004524d-47af-4d80-bdd9-36e7da5aad73,7/12/2023 2:40:36 PM,shuej21,7/12/2023 2:40:36 PM,shuej21,astr,0,,,131991,,,,-78.1446969420572,38.8934502913443
52164,1316,131992,1,astr,,,,1.3,,,,,,1,recruit,,,RH,RH,7/12/2023 3:16:17 PM,13,LI,,,,,,,,,,,,,,,,,afefffb2-ca65-41e4-89ef-54fac0e30a28,7/12/2023 3:16:18 PM,shuej21,7/12/2023 3:16:18 PM,shuej21,astr,0,,,131992,,,,-78.1447165522731,38.8934620143606
52165,1316,131993,1,astr,,,,1.3,,,,,,1,recruit,,,RH,RH,7/12/2023 6:24:37 PM,18,LI,,,,,,,,,,,,,,,,,67355135-6825-430f-868c-909ca0c5491c,7/12/2023 6:24:38 PM,shuej21,7/12/2023 6:24:38 PM,shuej21,astr,0,,,131993,,,,-78.1446985778917,38.8934057820421
52166,1316,131994,1,astr,,,,1.3,,,,,,1,recruit,,,RH,RH,7/12/2023 6:33:22 PM,15,LI,,,,,,,,,,,,,,,,,aa08c326-8761-4d41-9cd4-17536d15bb84,7/12/2023 6:33:24 PM,shuej21,7/12/2023 6:33:24 PM,shuej21,astr,0,,,131994,,,,-78.1447044690424,38.8933906400637
52167,1316,131995,1,astr,,,,1.3,,,,,0,1,recruit,,,RH,RH,7/12/2023 7:26:26 PM,14,LI,M,M,,,,,,,,,,,,,,,382994e5-d357-48f2-b483-018278b85342,7/12/2023 7:26:27 PM,shuej21,7/12/2023 7:26:27 PM,shuej21,astr,0,,,131995,,,,-78.1448017215258,38.8933517248109
52168,1431,141340,1,elum,,,,1.3,,,,,,1,recruit,,,CT,CT,7/13/2023 3:04:31 PM,16,LI,M,M,,,,,,,,,,,,,,,8f37546b-43eb-4075-8eaa-c018dd8fc4bd,7/13/2023 3:04:33 PM,shuej21,7/13/2023 3:04:33 PM,shuej21,elum,0,,,141340,,,,-78.1446129611198,38.8960145645582
52169,1430,141341,1,elum,,,,1.3,,,,,,1,recruit,,,CT,CT,7/13/2023 3:12:33 PM,23,LI,M,M,,,,,,,,,,,,,,,e506b989-52b4-4c72-842c-1abdc64e78e1,7/13/2023 3:12:34 PM,shuej21,7/13/2023 3:12:34 PM,shuej21,elum,0,,,141341,,,,-78.1446135971277,38.8960011682064
52170,1430,141342,1,elum,,,,1.3,,,,,,1,recruit,,,CT,CT,7/13/2023 3:17:06 PM,21,LI,,,,,,,,,,,,,,,,,772cab8e-7f03-4c81-bc48-3a8cac16f0a1,7/13/2023 3:17:08 PM,shuej21,7/13/2023 3:17:08 PM,shuej21,elum,0,,,141342,,,,-78.1445553297217,38.895996693664
52171,1430,141343,1,elum,,,,1.3,,,,,,1,recruit,,,CT,CT,7/13/2023 3:21:26 PM,16,LI,M,M,,,,,,,,,,,,,,,fa313cde-3753-4c5c-9beb-7899d6f8ed1e,7/13/2023 3:21:28 PM,shuej21,7/13/2023 3:21:28 PM,shuej21,elum,0,,,141343,,,,-78.1446230042834,38.8959851724238
