"tag","table","OBJECTID","quadrat","StemTag","lx","ly","dbh_previous","hom","codes_previous","status_previous","status_2022","comment_2022","mortality","census_status","dbh_current","status_current","codes_current","code_choices","notes_current","DBH check","living_status","crown_position","crown_intact","crown_living","fad","fad_choices","liana_load","lean_angle","wounded_main_stem","rotting_trunk","canker_swelling_deformity","dead_with_resprout","crown_check","GlobalID","CreationDate","Creator","EditDate","Editor","species","dbh_previous_mm","numeric_tag","hom_alert","lean_direction","sp","tree_type","NAD83_X","NAD83_Y","personnel_list","personnel","date_measured","multi stemmed","x","y","dbh_if_dead","mort_status"
22048,"old_trees",35809,"0218",1,7.6,5,660,1.3,"NULL","A","A","",1,2,665,"LI","RT,DV","DV","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99360dd5-9ba7-4813-bb02-25661012f68c","3/30/2023 4:12:53 PM","shuej21","5/12/2023 1:25:59 PM","shuej21","qupr",660,NA,NA,NA,"qupr","1",747405.109816034,4308851.98544723,"DM","DM","5/8/2023 2:42:30 PM",0,-78.1473706859259,38.8937244886896,NA,"LI"
22049,"old_trees",35810,"0218",1,7.2,7.7,NA,NA,"DT","D","","",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9860063f-f1cc-481b-a73d-c509ba2e9702","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:26:06 PM","MitreDS@SI.EDU_SI","cato",NA,NA,NA,NA,"cato","1",747404.64728537,4308854.67545083,"DM","DM","5/8/2023 3:26:03 PM",0,-78.1473750427521,38.8937488309632,NA,"DN"
22050,"old_trees",35811,"0218",1,8.6,8.2,NA,NA,"DN","D","","",0,1,0,"DS","R","R","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a3f81a8-c3b5-49d4-bc0b-82ef06e5fc93","3/30/2023 4:12:53 PM","shuej21","5/9/2023 1:47:43 PM","shuej21","libe",NA,NA,NA,NA,"libe","1",747406.035308928,4308855.20779527,"DM","DM","5/9/2023 1:47:35 PM",0,-78.1473588658952,38.8937532308333,NA,"DS"
22051,"old_trees",35812,"0218",1,5.4,8.2,NA,NA,"DC","D","","",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9b693e93-9c71-4797-b49c-5104c6d15471","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:25:44 PM","MitreDS@SI.EDU_SI","ulru",NA,NA,NA,NA,"ulru","1",747402.836170175,4308855.13355754,"DM","DM","5/8/2023 3:25:43 PM",0,-78.1473957363363,38.8937534643572,NA,"DN"
22052,"old_trees",35813,"0218",1,4.3,9.9,55,1.3,"B","A","","stem not sampled, info automatically filled from previous year info",0,1,65,"LI","DV","DV","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88860524-26fd-401e-a1ec-13418094f96e","3/30/2023 4:12:53 PM","shuej21","5/8/2023 2:58:23 PM","MitreDS@SI.EDU_SI","caca",55,NA,NA,NA,"caca","1",747401.697027897,4308856.80756078,"DM","DM","5/8/2023 2:58:19 PM",0,-78.1474082534566,38.8937688516672,NA,"LI"
22053,"old_trees",35814,"0218",1,3.3,10,90,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,90,"LI","DV","DV","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7d5b1fb3-9f56-443e-8c6e-094d4bd75bde","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:00:33 PM","MitreDS@SI.EDU_SI","caovl",90,NA,NA,NA,"caovl","1",747400.694976876,4308856.88434457,"DM","DM","5/8/2023 3:00:31 PM",0,-78.1474197653633,38.8937698242115,NA,"LI"
22054,"old_trees",35815,"0218",1,4.7,3.3,57,1.3,"M","A","","stem not sampled, info automatically filled from previous year info",0,1,60,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4bb4786b-4327-44dc-8793-f57d1d009a20","3/30/2023 4:12:53 PM","shuej21","5/8/2023 2:52:53 PM","MitreDS@SI.EDU_SI","caca",57,NA,NA,NA,"caca","1",747402.250035568,4308850.21861682,"DM","DM","5/8/2023 2:52:51 PM",1,-78.1474042586535,38.8937093922261,NA,"LI"
22055,"old_trees",35816,"0218",1,18,0.2,136,1.3,"NULL","A","AU","",1,2,146,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3e261613-57a8-457c-9d8d-87d4be69f365","3/30/2023 4:12:53 PM","shuej21","5/8/2023 2:03:51 PM","MitreDS@SI.EDU_SI","litu",136,NA,NA,NA,"litu","1",747415.618373349,4308847.42802173,"DM","DM","5/8/2023 2:03:49 PM",0,-78.1472513016609,38.8936805116228,NA,"LI"
22056,"old_trees",35817,"0218",1,15.6,5.8,378,1.3,"NULL","A","DS","root sprouts",1,2,377,"DS","R","R","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8eae24e5-e8eb-47f1-a758-6ba8e114629a","3/30/2023 4:12:53 PM","shuej21","5/8/2023 2:08:33 PM","MitreDS@SI.EDU_SI","tiam",378,NA,NA,NA,"tiam","1",747413.089103714,4308852.97081625,"DM","DM","5/8/2023 2:08:31 PM",0,-78.1472784343642,38.8937311112172,377,"DS"
22057,"old_trees",35818,"0218",1,15.2,5.8,116,1.3,"NULL","A","AU","",1,2,122,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"286233ba-7c0b-41f8-9530-2eb678444fad","3/30/2023 4:12:53 PM","shuej21","5/8/2023 2:05:35 PM","MitreDS@SI.EDU_SI","caca",116,NA,NA,NA,"caca","1",747412.68921137,4308852.96153654,"DM","DM","5/8/2023 2:05:33 PM",0,-78.1472830427202,38.8937311398832,NA,"LI"
22058,"old_trees",35819,"0218",1,17.9,7.6,78,1.3,"M","A","","stem not sampled, info automatically filled from previous year info",0,1,88,"LI","L","L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fcbb3d17-c3e5-4d74-8f63-e7e1b9038860","3/30/2023 4:12:53 PM","shuej21","5/8/2023 2:13:42 PM","MitreDS@SI.EDU_SI","caca",78,NA,NA,NA,"caca","1",747415.346725503,4308854.82371017,"DM","DM","5/8/2023 2:13:38 PM",1,-78.1472517660856,38.8937471522536,NA,"LI"
22059,"old_trees",35820,"0218",1,12.4,9.8,178,1.3,"NULL","A","A","",1,2,185,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edc5d751-1e35-4100-9548-71d2b68b79d9","3/30/2023 4:12:53 PM","shuej21","5/8/2023 2:16:25 PM","MitreDS@SI.EDU_SI","tiam",178,NA,NA,NA,"tiam","1",747409.797167794,4308856.89550196,"DM","DM","5/8/2023 2:16:05 PM",0,-78.1473149320023,38.8937673617348,NA,"LI"
22060,"old_trees",35821,"0218",1,11.2,7.9,164,1.3,"NULL","A","AU","bark sloughing",1,2,154,"LI","DV","DV","At census before the take the POM from the wrong side of the hill","DBH decreased more than expected (-10), check measurement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09f3e4c4-1864-4d21-9d4d-a540f7925afc","3/30/2023 4:12:53 PM","shuej21","5/8/2023 2:25:13 PM","MitreDS@SI.EDU_SI","tiam",164,NA,NA,NA,"tiam","1",747408.641569416,4308854.96817418,"DM","DM","5/8/2023 2:25:05 PM",0,-78.147328935836,38.8937503404674,NA,"LI"
22061,"old_trees",35822,"0218",1,11.6,4.9,136,1.3,"NULL","A","AU","",1,2,149,"LI","DV,RT","RT","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1079d3f7-087b-45cf-807b-195250150336","3/30/2023 4:12:53 PM","shuej21","5/10/2023 12:36:02 PM","MitreDS@SI.EDU_SI","fagr",136,NA,NA,NA,"fagr","1",747409.111059636,4308851.97826131,"DM","DM","5/8/2023 2:29:49 PM",0,-78.1473246059594,38.8937232987016,NA,"LI"
22062,"old_trees",35823,"0218",1,11.9,11.7,NA,NA,"DN","D","","",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e5aacdfa-d10c-4ab4-91c9-0fb687186777","3/30/2023 4:12:53 PM","shuej21","5/8/2023 4:14:34 PM","MitreDS@SI.EDU_SI","havi",NA,NA,NA,NA,"havi","1",747409.253223245,4308858.78341094,"DM","DM","5/8/2023 4:14:29 PM",0,-78.1473205168256,38.8937845067516,NA,"DN"
22063,"old_trees",35824,"0218",1,14.4,10.5,658,1.3,"NULL","A","A","",1,2,668,"LI","RT,DV","DV","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dc2fd61f-6d4b-4dd5-a8c5-c1b3f4171b3a","3/30/2023 4:12:53 PM","shuej21","5/10/2023 12:37:01 PM","MitreDS@SI.EDU_SI","litu",658,NA,NA,NA,"litu","1",747411.780389778,4308857.64172215,"DM","DM","5/8/2023 2:24:33 PM",0,-78.1472918228483,38.8937735193137,NA,"LI"
22064,"old_trees",35825,"0218",1,18.4,17.7,711,1.3,"NULL","A","AU","",1,2,720,"DC","P,C,RT","RT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"688ee7a0-8906-489f-baeb-28b8fb1a0ece","3/30/2023 4:12:53 PM","shuej21","5/10/2023 12:37:20 PM","MitreDS@SI.EDU_SI","qupr",711,NA,NA,NA,"qupr","1",747415.612278085,4308864.9325915,"DM","DM","5/8/2023 4:09:07 PM",0,-78.1472450646499,38.8938380602535,720,"DC"
22065,"old_trees",35826,"0218",1,15.3,18.6,395,1.3,"NULL","A","A","",1,2,395,"LI","DV","DV","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21f58405-8b95-45ea-bfdf-0a4d7c6fbf86","3/30/2023 4:12:53 PM","shuej21","5/8/2023 4:00:23 PM","MitreDS@SI.EDU_SI","nysy",395,NA,NA,NA,"nysy","1",747412.492233056,4308865.76043147,"DM","DM","5/8/2023 4:00:02 PM",0,-78.1472806999073,38.8938463894447,NA,"LI"
22066,"old_trees",35827,"0218",1,12.5,15.4,125,1.3,"NULL","A","A","",1,2,140,"LI","RT","RT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d5b8225c-d428-4beb-beb6-a2126c767484","3/30/2023 4:12:53 PM","shuej21","5/10/2023 12:37:38 PM","MitreDS@SI.EDU_SI","fagr",125,NA,NA,NA,"fagr","1",747409.767224845,4308862.49631471,"DM","DM","5/8/2023 3:54:08 PM",0,-78.1473132593365,38.8938177787832,NA,"LI"
22067,"old_trees",35828,"0218",1,12,15.7,24,1.3,"L","A","","",0,1,24,"LI","DV","DV","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"517df240-60de-43b6-a807-f0c8bb94ce8c","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:55:24 PM","MitreDS@SI.EDU_SI","caca",24,NA,NA,NA,"caca","1",747409.260399164,4308862.78465431,"DM","DM","5/8/2023 3:55:22 PM",0,-78.1473189923827,38.8938205174258,NA,"LI"
22068,"old_trees",35829,"0218",1,13.3,15.1,NA,NA,"DN","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3be7f58c-48af-4cde-8cc0-7710afd2bc1a","3/30/2023 4:12:53 PM","shuej21","5/8/2023 4:13:16 PM","MitreDS@SI.EDU_SI","acru",NA,NA,NA,NA,"acru","1",747410.573968857,4308862.21497488,"DM","DM","5/8/2023 4:13:15 PM",0,-78.1473040695742,38.8938150198644,NA,"DN"
22069,"old_trees",35830,"0218",1,12.9,13.7,71,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,68,"LI","DV","DV","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a9dd79b3-5ada-456c-b7cd-2a9fb9e38f3c","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:51:22 PM","MitreDS@SI.EDU_SI","cato",71,NA,NA,NA,"cato","1",747410.206555522,4308860.80607196,"DM","DM","5/8/2023 3:51:21 PM",0,-78.1473088081866,38.8938024432225,NA,"LI"
22070,"old_trees",35831,"0218",1,2.3,11.4,718,1.3,"NULL","A","A","",1,2,758,"LI","DV,RT","RT","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d4540cd9-fb6d-4ac4-9b05-3c943d3e6fba","3/30/2023 4:12:53 PM","shuej21","5/10/2023 12:37:55 PM","MitreDS@SI.EDU_SI","cato",718,NA,NA,NA,"cato","1",747399.662767239,4308858.26075849,"DM","DM","5/8/2023 3:38:19 PM",0,-78.1474311568951,38.8937825036376,NA,"LI"
22071,"old_trees",35832,"0218",1,5,13.5,61,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,60,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f4966a98-3610-4cda-a7bd-52335cbc4f3f","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:17:13 PM","MitreDS@SI.EDU_SI","caca",61,NA,NA,NA,"caca","1",747402.313321816,4308860.42284138,"DM","DM","5/8/2023 3:17:11 PM",0,-78.1473998524126,38.8938012161852,NA,"LI"
22072,"old_trees",35833,"0218",1,7.5,11.2,135,1.3,"NULL","A","AU","",1,2,136,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"821dc3a6-5a3b-41fa-8aa6-fe4ba9b54074","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:18:41 PM","MitreDS@SI.EDU_SI","caovl",135,NA,NA,NA,"caovl","1",747404.866007106,4308858.18146863,"DM","DM","5/8/2023 3:18:40 PM",0,-78.1473712608439,38.8937803243264,NA,"LI"
22073,"old_trees",35834,"0218",1,9.7,14.7,52,1.3,"NULL","A","","",0,1,57,"LI","P","P","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"508ed2fd-1de9-4f71-a8d2-f079a7140587","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:48:06 PM","MitreDS@SI.EDU_SI","caca",52,NA,NA,NA,"caca","1",747406.984217477,4308861.73156508,"DM","DM","5/8/2023 3:48:00 PM",0,-78.147345586999,38.8938116799385,NA,"LI"
22074,"old_trees",35835,"0218",1,7.2,14.7,35,1.3,"NULL","A","","",0,1,15,"LI","DV","DV","","DBH decreased more than expected (-20), check measurement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"645a0e60-aec6-44f1-9b10-eb5fef7a92d9","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:23:48 PM","MitreDS@SI.EDU_SI","caca",35,NA,NA,NA,"caca","1",747404.484890327,4308861.67356685,"DM","DM","5/8/2023 3:23:36 PM",0,-78.1473743914697,38.8938118617234,NA,"LI"
22075,"old_trees",35836,"0218",1,1.6,16.8,20,1.3,"NULL","A","","",0,1,20,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74cc8103-54b6-47a6-bc4b-92ed9537b4a2","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:40:37 PM","MitreDS@SI.EDU_SI","cagl",20,NA,NA,NA,"cagl","1",747398.83767946,4308863.64306563,"DM","DM","5/8/2023 3:40:35 PM",0,-78.1474387207044,38.8938311783484,NA,"LI"
22076,"old_trees",35837,"0218",1,2.2,16.2,158,1.3,"NULL","A","A","",1,2,162,"LI","DV","DV","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ece41bee-e6bd-4ff1-b117-700ad0a2fabf","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:39:07 PM","MitreDS@SI.EDU_SI","qupr",158,NA,NA,NA,"qupr","1",747399.451437087,4308863.05716668,"DM","DM","5/8/2023 3:39:01 PM",0,-78.1474318638663,38.8938257325266,NA,"LI"
22077,"old_trees",35838,"0218",1,0.7,15.5,140,1.3,"NULL","A","AU","",1,2,143,"LI","DV","DV","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a710667a-4417-4480-b949-71a946fd5464","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:42:50 PM","MitreDS@SI.EDU_SI","qupr",140,NA,NA,NA,"qupr","1",747397.968080534,4308862.32254615,"DM","DM","5/8/2023 3:42:48 PM",0,-78.1474492112278,38.8938195371968,NA,"LI"
22078,"old_trees",35839,"0218",1,2.2,14.7,26,1.3,"NULL","A","","",0,1,28,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f5ece03-bb49-42ce-aa1a-d0cf228ef66c","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:34:54 PM","MitreDS@SI.EDU_SI","caca",26,NA,NA,NA,"caca","1",747399.486236025,4308861.55757039,"DM","DM","5/8/2023 3:34:53 PM",0,-78.147432003106,38.8938122252933,NA,"LI"
22079,"old_trees",35840,"0218",1,2.3,13.2,67,1.3,"M","A","","stem not sampled, info automatically filled from previous year info",0,1,69,"LI","M,DV","DV","At census before the take the POM from the wrong side of the hill","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f81d1be3-1a5f-4cd1-8b02-419d2443b15f","3/30/2023 4:12:53 PM","shuej21","5/8/2023 3:12:46 PM","MitreDS@SI.EDU_SI","caca",67,NA,NA,NA,"caca","1",747399.621008049,4308860.06029403,"DM","DM","5/8/2023 3:12:45 PM",1,-78.1474309898075,38.8937987110656,NA,"LI"
32415,"old_trees",38048,"0329",1,6.2,1.8,NA,NA,"DC","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1fff5dea-7a49-4ccd-ac5f-f7e253a5d74a","3/30/2023 4:12:53 PM","shuej21","5/16/2023 5:25:59 PM","shuej21","unk",NA,NA,NA,NA,"unk","1",747418.675203781,4309069.15859455,"KB","KB","5/16/2023 5:25:58 PM",0,-78.1471361932463,38.8956752979979,NA,"DN"
32416,"old_trees",38049,"0329",1,6.2,5.4,92,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,2,105,"LI","","","Needs mortality","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5367952e-d989-49e3-ac52-281dd3d1ed6c","3/30/2023 4:12:53 PM","shuej21","5/16/2023 5:24:56 PM","shuej21","quru",92,NA,NA,NA,"quru","1",747418.591685634,4309072.75765564,"KB","KB","5/16/2023 5:24:53 PM",0,-78.1471358581728,38.8957077147828,NA,"LI"
32417,"old_trees",38050,"0329",1,7.1,7.3,684,1.3,"M","A","A","",1,2,700,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10cb2c2e-7de2-4c4e-93d9-5b2f092c220d","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:57:21 PM","shuej21","litu",684,NA,NA,NA,"litu","1",747419.447365449,4309074.67799365,"KB","KB","5/16/2023 3:57:15 PM",1,-78.1471253110552,38.8957247572549,NA,"LI"
32418,"old_trees",38051,"0329",1,10,8.5,65,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,70,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d30ef549-78e4-49c3-bcd8-44c1985e63c4","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:48:47 PM","shuej21","frpe",65,NA,NA,NA,"frpe","1",747422.318745562,4309075.94495862,"KB","KB","5/16/2023 3:48:46 PM",0,-78.1470917850402,38.8957353521657,NA,"LI"
32419,"old_trees",38052,"0329",1,4.8,7.2,54,1.3,"M","A","","stem not sampled, info automatically filled from previous year info",0,1,57,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5762b3d3-fd50-4231-bf8d-2ae04de03472","3/30/2023 4:12:53 PM","shuej21","5/16/2023 5:27:48 PM","shuej21","ulru",54,NA,NA,NA,"ulru","1",747417.150303936,4309074.52468219,"KB","KB","5/16/2023 5:27:47 PM",1,-78.1471518221277,38.8957240245471,NA,"LI"
32420,"old_trees",38053,"0329",1,5.2,9.2,100,1.3,"NULL","A","A","",1,2,111,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a05f7258-62a0-4510-b922-c3badaef7a38","3/30/2023 4:12:53 PM","shuej21","5/16/2023 5:34:19 PM","shuej21","cagl",100,NA,NA,NA,"cagl","1",747417.503797696,4309076.53342362,"KB","KB","5/16/2023 5:34:17 PM",0,-78.1471470269211,38.8957420038756,NA,"LI"
32421,"old_trees",38054,"0329",1,3.2,6.3,68,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,72,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04e4d16e-53f1-4a3a-800e-e4f460a17c1d","3/30/2023 4:12:53 PM","shuej21","5/16/2023 5:31:04 PM","shuej21","quve",68,NA,NA,NA,"quve","1",747415.571614386,4309073.58778555,"KB","KB","5/16/2023 5:31:03 PM",0,-78.1471703417904,38.8957160367633,NA,"LI"
32422,"old_trees",38055,"0329",1,0.7,4,NA,NA,"DC","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71e6da27-eb6e-45f6-ac7c-718dfd4d908f","3/30/2023 4:12:53 PM","shuej21","5/16/2023 5:29:36 PM","shuej21","quve",NA,NA,NA,NA,"quve","1",747413.125645375,4309071.23041634,"KB","KB","5/16/2023 5:29:35 PM",0,-78.1471993627562,38.8956955083287,NA,"DN"
32423,"old_trees",38056,"0329",1,17.6,13.1,940,1.3,"NULL","A","A","",1,2,969,"LI","BT","BT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14bd2af2-9270-4c12-a0b7-f9a680e4cdb0","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:43:30 PM","shuej21","litu",940,NA,NA,NA,"litu","1",747429.80998382,4309080.72001521,"KB","KB","5/16/2023 3:43:29 PM",0,-78.1470037852013,38.8957762188362,NA,"LI"
32424,"old_trees",38057,"0329",1,19.2,11.3,124,1.3,"NULL","A","A","",1,2,127,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7a7cbc04-dfd2-4f3b-b27e-e349a84f7e12","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:46:40 PM","shuej21","cato",124,NA,NA,NA,"cato","1",747431.45131169,4309078.95762852,"KB","KB","5/16/2023 3:46:38 PM",0,-78.1469855170683,38.8957598944017,NA,"LI"
32425,"old_trees",38058,"0329",1,19.1,14.1,52,1.3,"NULL","A","","",0,1,58,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f555b8c3-b214-4ca6-8d4e-9565585062d9","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:45:33 PM","shuej21","cagl",52,NA,NA,NA,"cagl","1",747431.286380819,4309081.754545,"KB","KB","5/16/2023 3:45:32 PM",0,-78.1469864081952,38.8957851134096,NA,"LI"
32426,"old_trees",38059,"0329",1,16.2,19.3,NA,NA,"DC","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c062888e-3241-4d75-b866-8af7c8d630da","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:34:43 PM","shuej21","litu",NA,NA,NA,NA,"litu","1",747428.266524774,4309086.88587753,"KB","KB","5/16/2023 3:34:41 PM",0,-78.1470193395221,38.8958321486438,NA,"DN"
32427,"old_trees",38060,"0329",1,14,18.2,202,1.3,"NULL","A","A","",1,2,208,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"298bac14-dff5-431a-8b53-837b06e45788","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:36:02 PM","shuej21","litu",202,NA,NA,NA,"litu","1",747426.092635639,4309085.73515513,"KB","KB","5/16/2023 3:36:00 PM",0,-78.1470447914817,38.895822403912,NA,"LI"
32428,"old_trees",38061,"0329",1,12.6,15.9,73,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,80,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dc5b63fc-be85-41af-b684-13d73b43f403","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:38:04 PM","shuej21","cato",73,NA,NA,NA,"cato","1",747424.746370574,4309083.40330514,"KB","KB","5/16/2023 3:38:03 PM",0,-78.1470611363246,38.8958017951055,NA,"LI"
32429,"old_trees",38062,"0329",1,12.6,15.3,28,1.3,"NULL","A","","",0,1,30,"LI","RT","RT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ba5f2e1-fde7-4f96-8d8a-4b90e96dcb6f","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:39:48 PM","shuej21","cato",28,NA,NA,NA,"cato","1",747424.760290845,4309082.80343664,"KB","KB","5/16/2023 3:39:45 PM",0,-78.1470611929188,38.8957963920831,NA,"LI"
32430,"old_trees",38063,"0329",1,14.5,12.6,35,1.3,"NULL","A","","",0,1,36,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"258a16b2-12fd-4cbb-9ba0-414c921f74fe","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:41:49 PM","shuej21","cato",35,NA,NA,NA,"cato","1",747426.7224178,4309080.14823197,"KB","KB","5/16/2023 3:41:46 PM",0,-78.1470395516135,38.8957719421425,NA,"LI"
32431,"old_trees",38064,"0329",1,13.7,12.8,NA,NA,"DS","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3aca837a-caee-40cd-a9ac-7ce9f8eb2fd9","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:41:01 PM","shuej21","cato",NA,NA,NA,NA,"cato","1",747425.917993021,4309080.32962871,"KB","KB","5/16/2023 3:41:00 PM",0,-78.1470487512574,38.8957738011803,NA,"DN"
32432,"old_trees",38065,"0329",1,10.5,12.2,38,1.3,"NULL","A","","",0,1,42,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7b81fd50-6b00-4e9f-ad2c-20ebafdeadf4","3/30/2023 4:12:53 PM","shuej21","5/16/2023 3:50:08 PM","shuej21","cato",38,NA,NA,NA,"cato","1",747422.73277338,4309079.65557245,"KB","KB","5/16/2023 3:50:06 PM",0,-78.1470856782927,38.8957686316731,NA,"LI"
