censusType,errorName,tag,table,quadrat,StemTag,lx,ly,dbh_previous,hom,codes_previous,status_previous,status_2022,comment_2022,mortality,census_status,dbh_current,status_current,codes_current,notes_current,crown_position,crown_intact,crown_living,fad,liana_load,lean_angle,wounded_main_stem,rotting_trunk,canker_swelling_deformity,dead_with_resprout,sp,NAD83_X,NAD83_Y,personnel,date_measured,x,y,dbh_if_dead,mort_status
both,quadratIsNA,203686,old_trees,,3,,,,,"","","","",,1,34,LI,"","",,,,"",0,,,,,0,libe,747763.07899898,4308637.63238786,EM,8/9/2023 2:52:43 PM,-78.143325349003,38.8916943746697,,""
both,quadratIsNA,203767,old_trees,,2,,,,,"","","","",,1,11,LI,"","",,,,"",0,,,,,0,libe,747780.186634731,4308650.43271797,EM,8/10/2023 1:50:00 PM,-78.1431211691818,38.89180217628,,""
both,quadratIsNotTheSameInAllStems,10015,old_trees,0102,1,5.2,4.3,48,1.3,M,A,"","",0,1,0,DS,R,"",,,,"",,,,,,,libe,747390.15585768,4308530.85209622,"RH,CT",4/11/2023 5:21:01 PM,-78.1476586050513,38.8908383935147,,""
both,quadratIsNotTheSameInAllStems,10132,old_trees,0102,1,18.4,3,,,DN,G,"","",0,1,0,DN,R,Do we use resprout when main is dead and other secondary stems are still alive ; stem tag on red wire,,,,"",,,,,,,libe,747403.382464114,4308529.85867676,"IK,KB",4/11/2023 5:24:22 PM,-78.1475066397974,38.8908257289399,,""
both,quadratIsNotTheSameInAllStems,10133,old_trees,0102,1,15.2,6.1,,,DN,G,"","stem not sampled, info automatically filled from previous year info",0,1,45,LI,"DV,SV",It is really alive,,,,"",,,,,,,libe,747400.111407556,4308532.88360469,"IK,KB",9/8/2023 7:04:28 PM,-78.1475432218776,38.8908538751438,,""
both,quadratIsNotTheSameInAllStems,10138,old_trees,0102,1,12.5,8.7,,1.3,DS,G,"","",0,1,0,DC,R,ID on stem 2,,,,"",,,,,,,libe,747397.351816075,4308535.42026684,"IK,KB",4/11/2023 5:58:00 PM,-78.1475740888781,38.8908774828468,,""
both,quadratIsNotTheSameInAllStems,10141,old_trees,0102,1,15.1,9.4,54,1.3,M,A,"","",0,1,56,LI,"","",,,,"",,,,,,,libe,747399.934876807,4308536.1803966,"IK,KB",4/11/2023 7:12:14 PM,-78.1475410596313,38.8908881889538,,""
both,quadratIsNotTheSameInAllStems,10145,old_trees,0102,1,17.8,10.5,54,1.3,M,A,"","",0,1,58,LI,"","",,,,"",,,,,,,libe,747402.608630909,4308537.34273863,"IK,KB",4/11/2023 7:39:01 PM,-78.147512856133,38.8908933049784,,""
both,quadratIsNotTheSameInAllStems,10592,old_trees,0113,1,14.2,10.2,14,1.3,M,A,"","",0,1,16,LI,"","",,,,"",,,,,,,astr,747393.91271538,4308756.90009117,"KB,IK",4/13/2023 3:53:01 PM,-78.1475327500916,38.8928750334921,,""
both,quadratIsNotTheSameInAllStems,10594,old_trees,0113,1,18.1,9.6,101,1.3,NULL,A,A,"",1,1,103,LI,M,"",1,95,95,W,0,,3,,,,caca,747397.825585078,4308756.39073989,"IK,KB,EM",8/8/2023 7:20:03 PM,-78.147489021016,38.8928661567305,,AU
both,quadratIsNotTheSameInAllStems,10637,old_trees,0112,1,16.8,8.2,80,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,90,LI,"","",,,,"",,,,,,,caca,747397.022400038,4308734.9663304,"IK,KB",4/13/2023 2:29:15 PM,-78.1475059901987,38.8926735560783,,""
both,quadratIsNotTheSameInAllStems,10656,old_trees,0114,1,8,0.4,85,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,84,LI,"","",,,,"",,,,,,,caca,747387.477751501,4308766.95350034,"DM,CT,RH",4/13/2023 3:23:46 PM,-78.1476043880128,38.8929641387353,,""
both,quadratIsNotTheSameInAllStems,10680,old_trees,0116,1,0.6,0.5,797,1.3,I,A,"","stem not sampled, info automatically filled from previous year info",1,1,785,DS,"M,B,I","",1,0,0,"",0,,,,,,litu,747379.149451298,4308806.87104307,"DM,CT,RH,IK,KB,EM",6/27/2023 1:38:00 PM,-78.1476859217547,38.8933257541385,785,""
both,quadratIsNotTheSameInAllStems,10704,old_trees,0113,1,11.6,19.1,372,1.3,M,A,AU,"",1,1,386,LI,"","",1,30,25,"R,AN",0,,,3,,,cato,747391.106941213,4308765.73738766,"KB,IK,EM",6/26/2023 6:24:15 PM,-78.1475630304889,38.8929521716232,,AU
both,quadratIsNotTheSameInAllStems,112053,old_trees,1117,1,3.8,3,404,1.3,L,A,AU,"",1,1,412,LI,"","",3,80,80,B,0,35,,,,,litu,747581.772778025,4308834.07908354,"CT,EM",7/14/2023 6:10:09 PM,-78.1453425367936,38.8935135622102,,AU
both,quadratIsNotTheSameInAllStems,112054,old_trees,1117,1,1,4.2,19,1.3,NULL,A,"","",0,1,20,LI,M,"",,,,"",,,,,,,astr,747578.945692234,4308835.21381255,CT,5/31/2023 5:09:35 PM,-78.1453746865887,38.8935245720619,,""
both,quadratIsNotTheSameInAllStems,12012,old_trees,0117,1,12.3,9.7,119,1.3,B,A,"","stem not sampled, info automatically filled from previous year info",1,1,105,DS,"RT,M",Bark missing,1,2,0,"",0,,,,,,litu,747390.168882807,4308836.3346259,"KB,CT,EM",6/27/2023 2:15:16 PM,-78.1475483977955,38.8935878338316,105,""
both,quadratIsNotTheSameInAllStems,12041,old_trees,0118,1,16.2,7.6,55,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,54,LI,"","",,,,"",,,,,,,caca,747393.652565837,4308854.32028554,"KB,CT",4/14/2023 5:07:49 PM,-78.1475017958978,38.8937487302878,,""
both,quadratIsNotTheSameInAllStems,12042,old_trees,0118,1,13.3,7.2,109,1.3,M,A,AU,"",1,1,111,LI,"","",1,100,100,"",0,,,,,,caca,747390.762626059,4308853.85311524,"CT,KB,EM",6/27/2023 2:36:04 PM,-78.1475352482505,38.89374533862,,A
both,quadratIsNotTheSameInAllStems,12065,old_trees,0119,1,8.6,9.3,90,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,95,LI,"","",,,,"",,,,,,,caca,747385.551187129,4308875.83811059,"RH,IK,DM",4/14/2023 6:06:37 PM,-78.1475873460167,38.8939446784373,,""
both,quadratIsNotTheSameInAllStems,12079,old_trees,0119,1,7.9,11.5,99,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,108,LI,RT,"",,,,"",,,,,,,caca,747384.800336852,4308878.02128897,"RH,IK,DM,EM",8/15/2023 7:35:00 PM,-78.14759520717,38.893964539675,,""
both,quadratIsNotTheSameInAllStems,12130,old_trees,0121,1,16.8,7.9,384,1.3,M,A,A,"",1,1,396,LI,"","",3,100,100,"",0,,,,,,tiam,747392.853487515,4308914.61795599,"DM,EM",6/27/2023 6:31:00 PM,-78.1474892733522,38.8942916539482,,A
both,quadratIsNotTheSameInAllStems,12137,old_trees,0121,1,15.8,12.1,77,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,81,LI,RT,"",,,,"",,,,,,,caca,747391.756319165,4308918.7936463,DM,6/27/2023 6:45:17 PM,-78.1475004052693,38.8943295451151,,""
both,quadratIsNotTheSameInAllStems,12145,old_trees,0121,1,6.4,19.3,43,1.3,J;M,A,"","",0,1,48,LI,M,"",,,,"",,,,,,,vipr,747382.191814641,4308925.77361516,DM,4/18/2023 2:31:11 PM,-78.1476080440642,38.8943950601884,,""
both,quadratIsNotTheSameInAllStems,12156,old_trees,0122,1,1.1,9,,,DC,D,"","stem not sampled, info automatically filled from previous year info",0,1,0,DC,"","",,,,"",,,,,,,tiam,747376.668207718,4308935.34805825,"CT,KB",6/27/2023 7:23:02 PM,-78.1476682096045,38.894482788972,,""
both,quadratIsNotTheSameInAllStems,12160,old_trees,0122,1,0.6,1.2,87,1.3,NULL,A,"","stem not sampled, info automatically filled from previous year info",0,1,0,DS,M,Resprout at base,,,,"",,,,,,,fram,747376.349296533,4308927.53856789,"CT,KB",4/18/2023 1:59:35 PM,-78.1476746963416,38.8944125909938,,""
both,quadratIsNotTheSameInAllStems,12165,old_trees,0122,1,14.2,8.5,142,1.3,M,A,A,"",1,1,144,LI,"","",1,100,100,CR,0,,,,,,nysy,747389.776281633,4308935.15210355,"KB,CT,EM",6/27/2023 7:41:02 PM,-78.1475173142434,38.8944773341055,,AU
both,quadratIsNotTheSameInAllStems,12168,old_trees,0122,1,11.9,6.6,79,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,82,LI,"","",,,,"",,,,,,,havi,747387.520979077,4308933.19926654,"KB,CT",4/18/2023 3:12:43 PM,-78.1475439924035,38.8944603934124,,""
both,quadratIsNotTheSameInAllStems,12178,old_trees,0122,1,15.2,15.5,380,1.3,M,A,A,"",1,1,393,LI,"",Tag replaced,3,100,100,"",0,,,,,,tiam,747390.61361745,4308942.17341886,"CT,KB,EM",6/27/2023 7:36:01 PM,-78.1475051411727,38.8945402922051,,A
both,quadratIsNotTheSameInAllStems,12181,old_trees,0122,1,13.1,20,,,DC;R,D,"","stem not sampled, info automatically filled from previous year info",0,1,0,DN,"","",,,,"",,,,,,,caca,747388.40978583,4308946.62348922,"CT,KB",4/18/2023 5:21:13 PM,-78.14752891867,38.8945809652009,,""
both,quadratIsNotTheSameInAllStems,12186,old_trees,0122,1,4.9,12.7,,,DS,G,"","stem not sampled, info automatically filled from previous year info",0,1,0,DC,M,"",,,,"",,,,,,,havi,747380.381347375,4308939.13522974,"KB,CT",4/18/2023 5:13:40 PM,-78.1476240816743,38.8945158285534,,""
both,quadratIsNotTheSameInAllStems,12190,old_trees,0122,1,9.4,16.4,96,1.3,M;P,A,"","stem not sampled, info automatically filled from previous year info",0,1,0,DC,"","",,,,"",,,,,,,havi,747384.79429933,4308942.93861074,"CT,KB",4/18/2023 3:50:09 PM,-78.1475718868754,38.8945488177794,,""
both,quadratIsNotTheSameInAllStems,12192,old_trees,0122,1,1.3,14,40,1.3,M,A,"","",0,1,47,LI,M,"",,,,"",,,,,,,havi,747376.752157431,4308940.35135241,"KB,CT",4/18/2023 5:11:01 PM,-78.1476654400964,38.8945277968003,,""
both,quadratIsNotTheSameInAllStems,12194,old_trees,0123,1,2.9,0.4,,,DN,G,"","",0,1,65,LI,"DV,SV",It’s very much alive,,,,"",,,,,,,havi,747378.203251571,4308946.78673879,"RH,IK",9/8/2023 7:23:43 PM,-78.1476464083911,38.8945853083925,,""
both,quadratIsNotTheSameInAllStems,12204,old_trees,0123,1,8.4,9.5,,1.3,DC,G,"","",0,1,39,LI,SV,"",,,,"",,,,,,,havi,747383.490657514,4308956.01189572,"RH,IK",12/4/2023 5:57:13 PM,-78.1475821896428,38.8946668493706,,""
both,quadratIsNotTheSameInAllStems,12206,old_trees,0123,1,4.1,9.2,26,1.3,M,A,"","",0,1,0,DS,"","",,,,"",,,,,,,libe,747379.19877437,4308955.6122295,"RH,IK",4/18/2023 6:43:27 PM,-78.1476317640549,38.8946644603427,,""
both,quadratIsNotTheSameInAllStems,12208,old_trees,0123,1,14.5,3,,,DC,G,"","stem not sampled, info automatically filled from previous year info",0,1,0,DC,"M,RT","",,,,"",,,,,,,havi,747389.739811159,4308949.65516081,IK,4/20/2023 2:01:01 PM,-78.1475125091481,38.8946078772945,,""
both,quadratIsNotTheSameInAllStems,12213,old_trees,0123,1,10.6,6.8,154,1.3,L;M,A,AU,"",1,1,168,LI,"","",3,80,75,B,0,,,,,,caca,747385.752703726,4308953.36365084,EM,6/28/2023 1:57:41 PM,-78.1475570925197,38.8946423773669,,AU
both,quadratIsNotTheSameInAllStems,12219,old_trees,0123,1,19.2,17.6,143,1.3,M;P,A,AU,"",1,1,144,LI,"","",3,100,100,"",0,97,,,,,acru,747394.099836308,4308964.36027803,"KB,IK,EM",6/28/2023 2:12:04 PM,-78.1474569959674,38.8947389998448,,A
both,quadratIsNotTheSameInAllStems,12220,old_trees,0123,1,15.3,16.9,44,1.3,M,A,"","",0,1,0,DC,"","",,,,"",,,,,,,vipr,747390.217125921,4308963.5699692,"KB,IK",4/20/2023 2:31:48 PM,-78.1475019979563,38.8947329807839,,""
both,quadratIsNotTheSameInAllStems,12225,old_trees,0123,1,6.5,14.1,,,DC,G,"","stem not sampled, info automatically filled from previous year info",0,1,118,LI,"P,DV,SV","",,,,"",,,,,,,caca,747381.484451905,4308960.56658902,"KB,IK",9/8/2023 7:20:14 PM,-78.1476036539789,38.894708408129,,""
both,quadratIsNotTheSameInAllStems,12229,old_trees,0123,1,1.5,13.6,201,1.3,M,A,AU,"",1,1,203,DS,"","",1,30,0,I,2,,,,,,fram,747376.49739725,4308959.95072713,"IK,KB,EM",6/28/2023 2:02:09 PM,-78.1476613123278,38.8947042691063,203,""
both,quadratIsNotTheSameInAllStems,12231,old_trees,0124,1,9.9,9.3,,,DC,G,"","stem not sampled, info automatically filled from previous year info",0,1,0,DC,C,"",,,,"",,,,,,,tiam,747384.530908056,4308975.84135569,DM,6/28/2023 2:25:23 PM,-78.147563064505,38.8948450279758,,""
both,quadratIsNotTheSameInAllStems,12232,old_trees,0124,1,2.7,5.3,126,1.3,M,A,A,"",1,1,145,LI,"","",2,100,100,"",,,,,,,acru,747377.42564303,4308971.67539735,"DM,EM",6/28/2023 2:20:47 PM,-78.1476463984954,38.8948095338032,,A
both,quadratIsNotTheSameInAllStems,12233,old_trees,0124,1,12.9,1,,,DC,G,"","stem not sampled, info automatically filled from previous year info",0,1,0,DN,M,"",,,,"",,,,,,,havi,747387.722654528,4308967.61319742,"DM,RH",9/6/2023 7:22:02 PM,-78.1475292690009,38.8947700732764,,""
both,quadratIsNotTheSameInAllStems,12235,old_trees,0124,1,18.3,5.5,56,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,59,LI,M,"",,,,"",,,,,,,havi,747393.016804359,4308972.23726247,DM,4/18/2023 7:27:23 PM,-78.1474666303913,38.8948102007936,,""
both,quadratIsNotTheSameInAllStems,12239,old_trees,0124,1,16.6,8.3,72,1.3,NULL,A,"","stem not sampled, info automatically filled from previous year info",0,1,74,LI,M,"",,,,"",,,,,,,vipr,747391.252304112,4308974.99706008,DM,4/18/2023 7:42:24 PM,-78.1474859585354,38.8948355368989,,""
both,quadratIsNotTheSameInAllStems,12246,old_trees,0124,1,16.7,18.2,,,DC,G,"","stem not sampled, info automatically filled from previous year info",0,1,0,DN,"","",,,,"",,,,,,,caca,747391.122603744,4308984.89673552,DM,6/28/2023 2:25:05 PM,-78.1474838852187,38.89492467254,,""
both,quadratIsNotTheSameInAllStems,12248,old_trees,0124,1,13.1,19.8,162,1.3,M,A,A,"",1,1,163,LI,"","",1,100,100,K,0,,,,1,,caca,747387.486454244,4308986.41276745,"DM,EM",6/28/2023 2:42:12 PM,-78.1475252157929,38.894939342262,,AU
both,quadratIsNotTheSameInAllStems,12249,old_trees,0124,1,13,15.5,186,1.3,M,A,AU,"",1,1,198,LI,"","",3,100,90,"",0,,,,,,caca,747387.486237881,4308982.11161482,"DM,EM",6/28/2023 2:28:03 PM,-78.147526768982,38.8949006299107,,A
both,quadratIsNotTheSameInAllStems,12260,old_trees,0125,1,17.6,1.2,26,1.3,M,A,"","",0,1,34,LI,"","",,,,"",,,,,,,astr,747391.952763642,4308987.91680747,"KB,CT",4/18/2023 6:08:56 PM,-78.1474732347943,38.8949516208598,,""
both,quadratIsNotTheSameInAllStems,12261,old_trees,0125,1,18,3.7,,,DN,D,"","stem not sampled, info automatically filled from previous year info",0,1,0,DN,M,"",,,,"",,,,,,,libe,747392.294657757,4308990.42541433,"CT,KB",4/18/2023 6:30:22 PM,-78.1474683937733,38.894974102955,,""
both,quadratIsNotTheSameInAllStems,12272,old_trees,0125,1,14.1,16.8,33,1.3,M,A,"","",0,1,0,DS,P,"",,,,"",,,,,,,vipr,747388.091797142,4309003.43139137,"KB,CT",4/18/2023 6:57:57 PM,-78.1475121120622,38.8950923442865,,""
both,quadratIsNotTheSameInAllStems,12273,old_trees,0125,1,13.4,17.6,99,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,100,LI,M,"",,,,"",,,,,,,vipr,747387.373425642,4309004.21495655,"KB,CT",4/18/2023 6:47:37 PM,-78.147520103472,38.8950995994264,,""
both,quadratIsNotTheSameInAllStems,12275,old_trees,0125,1,13.5,16.4,,,DS,G,"","",0,1,0,DN,"","",,,,"",,,,,,,libe,747387.501238342,4309003.01757945,"CT,KB",4/18/2023 6:53:00 PM,-78.1475190632239,38.8950887862828,,""
both,quadratIsNotTheSameInAllStems,12279,old_trees,0125,1,10.8,12.7,76,1.3,M,A,"","",0,1,60,LI,"DV,P","",,,,"",,,,,,,vipr,747384.887801936,4308999.25595718,"CT,KB",4/18/2023 7:19:14 PM,-78.147550517726,38.8950556665645,,""
both,quadratIsNotTheSameInAllStems,12282,old_trees,0125,1,8.8,11.6,50,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,50,LI,P,"",,,,"",,,,,,,vipr,747382.913859437,4308998.10985465,"KB,CT",4/18/2023 5:42:25 PM,-78.1475736646094,38.8950459070437,,""
both,quadratIsNotTheSameInAllStems,12289,old_trees,0125,1,4.4,19.6,81,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,92,LI,RT,"",,,,"",,,,,,,caca,747378.329449316,4309006.00562464,"CT,KB",6/28/2023 2:45:26 PM,-78.1476236199023,38.8951182619922,,""
both,quadratIsNotTheSameInAllStems,12292,old_trees,0125,1,2.1,14.1,,,DS,G,"","stem not sampled, info automatically filled from previous year info",0,1,0,DN,"","",,,,"",,,,,,,libe,747376.157664443,4309000.45374654,"KB,CT",4/18/2023 7:38:05 PM,-78.1476506313393,38.8950689043902,,""
both,quadratIsNotTheSameInAllStems,12298,old_trees,0126,1,9.5,1,85,1.3,M,A,"","",0,1,95,LI,"M,RT","Tag reads “11298”, but visible and readable",,,,"",,,,,,,vipr,747383.395597927,4309007.52355424,"DM,EM",6/1/2023 5:59:00 PM,-78.147564724573,38.8951304979103,,""
both,quadratIsNotTheSameInAllStems,12306,old_trees,0126,1,1.9,2,,,DC;R,D,"","stem not sampled, info automatically filled from previous year info",0,1,0,DN,M,"",,,,"",,,,,,,libe,747375.774444097,4309008.34697048,DM,4/20/2023 2:51:20 PM,-78.1476522024877,38.8951400546687,,""
both,quadratIsNotTheSameInAllStems,12316,old_trees,0126,1,14,17.6,,,DC,G,"","",0,1,0,DN,"","",,,,"",,,,,,,libe,747387.509279016,4309024.22346334,DM,4/25/2023 5:29:34 PM,-78.1475113287196,38.8952796443865,,""
both,quadratIsNotTheSameInAllStems,12319,old_trees,0126,1,10.2,19,39,1.3,DS,G,"","",0,1,0,DN,"","",,,,"",,,,,,,libe,747383.677822275,4309025.53494923,DM,4/26/2023 3:20:43 PM,-78.1475549841332,38.895292526299,,""
both,quadratIsNotTheSameInAllStems,12325,old_trees,0126,1,2.2,16.7,23,1.3,M,A,"","",0,1,40,LI,M,"",,,,"",,,,,,,vipr,747375.733333532,4309023.04998391,DM,4/27/2023 6:11:14 PM,-78.1476473776295,38.8952723983597,,""
both,quadratIsNotTheSameInAllStems,12330,old_trees,0127,1,7.4,1.1,74,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,0,DS,M,Previous census completely missed large stem,,,,"",,,,,,,vipr,747380.829857817,4309027.56940602,"KB,IK",4/20/2023 3:34:20 PM,-78.1475870512827,38.8953116390663,,""
both,quadratIsNotTheSameInAllStems,12334,old_trees,0127,1,1.8,5.8,125,1.3,M,A,A,"",1,1,135,LI,"","",1,98,98,"",0,,,,,,havi,747375.122328096,4309032.13823503,"IK,EM",6/29/2023 3:28:01 PM,-78.1476511406658,38.8953543671324,,A
both,quadratIsNotTheSameInAllStems,12343,old_trees,0127,1,1.5,10.4,76,1.3,M,A,"","stem not sampled, info automatically filled from previous year info",0,1,72,LI,"",Tag replaced,,,,"",,,,,,,havi,747374.715691399,4309036.73006719,IK,4/26/2023 2:03:14 PM,-78.1476541688831,38.8953958101276,,""
both,quadratIsNotTheSameInAllStems,12346,old_trees,0127,1,7.4,15.5,,1.3,DC,G,"","stem not sampled, info automatically filled from previous year info",0,1,0,DN,M,"",,,,"",,,,,,,libe,747380.49578755,4309041.9655504,IK,4/26/2023 2:46:08 PM,-78.1475857118868,38.8954413039849,,""
both,quadratIsNotTheSameInAllStems,12371,old_trees,0128,1,17.9,19.4,34,1.3,M,A,"","",0,1,39,LI,"","",,,,"",,,,,,,vipr,747390.438498041,4309066.10273052,"RH,CT",5/1/2023 6:13:41 PM,-78.1474625025803,38.8956557455767,,""
both,quadratIsNotTheSameInAllStems,12391,old_trees,0129,1,15.1,1.8,18,1.3,M,A,"","",0,1,19,LI,M,"",,,,"",,,,,,,astr,747387.583574028,4309068.43709658,KB,4/26/2023 3:42:49 PM,-78.1474945418819,38.8956775604613,,""
both,quadratIsNotTheSameInAllStems,12393,old_trees,0129,1,16.7,0.7,22,1.3,M,A,"","",0,1,22,LI,"","",,,,"",,,,,,,vipr,747389.208662161,4309067.37453149,KB,4/26/2023 4:05:01 PM,-78.1474476390592,38.8956719441869,,""
both,quadratIsNotTheSameInAllStems,12396,old_trees,0129,1,18.6,6,23,1.3,M,A,"","",0,1,24,LI,"","",,,,"",,,,,,,astr,747390.985194781,4309072.71717371,KB,4/27/2023 1:58:25 PM,-78.1474560203342,38.8957336036069,,""
both,quadratIsNotTheSameInAllStems,12400,old_trees,0129,1,14.7,6.2,241,1.3,M,A,A,"",1,1,251,LI,"","",1,100,100,"K,AN",0,,,,1,,cato,747387.081604336,4309072.82665264,"KB,EM",6/29/2023 4:08:02 PM,-78.147498741502,38.89571720925,,AU
both,quadratIsNotTheSameInAllStems,12401,old_trees,0129,1,14.1,4.1,30,1.3,M,A,"","",0,1,30,LI,"","",,,,"",,,,,,,cato,747386.530485029,4309070.71326827,KB,4/27/2023 1:44:52 PM,-78.1475097377775,38.8956946169246,,""
both,quadratIsNotTheSameInAllStems,12413,old_trees,0129,1,20,19.6,694,1.3,M,A,A,QX= 20,1,1,698,LI,BT,"",3,100,100,"",0,,,,,,litu,747392.069308079,4309086.34597242,"IK,EM",6/29/2023 4:18:00 PM,-78.147440251306,38.8958385339834,,A
both,quadratIsNotTheSameInAllStems,12425,old_trees,0129,1,2.2,18.1,,,DC,G,"","stem not sampled, info automatically filled from previous year info",0,1,0,DC,"","",,,,"",,,,,,,libe,747374.308897705,4309084.43342873,IK,4/27/2023 5:47:28 PM,-78.1476416652093,38.8958252697452,,""
both,quadratIsNotTheSameInAllStems,13017,old_trees,0102,1,0.5,2.6,36,1.3,M,A,"","",0,1,54,LI,M,"",,,,"",,,,,,,acne,747385.496561433,4308529.04351709,"RH,CT",4/11/2023 3:46:00 PM,-78.1477129153809,38.8908234271886,,""
both,quadratIsNotTheSameInAllStems,13018,old_trees,0102,1,4.5,2.5,26,1.3,M,A,"","",0,1,27,LI,"","",,,,"",,,,,,,libe,747389.497804803,4308529.03634117,"RH,CT",4/11/2023 4:05:31 PM,-78.1476668390076,38.8908222357537,,""
both,quadratIsNotTheSameInAllStems,13075,old_trees,0102,1,9.6,4.6,30,1.3,M,A,"","",0,1,37,LI,P,Crushed by tree but still living,,,,"",,,,,,,ceoc,747394.547713677,4308531.25409236,"CT,RH",4/11/2023 6:44:16 PM,-78.1476078825926,38.89084077498,,""
both,quadratIsNotTheSameInAllStems,13076,old_trees,0102,1,7.7,4.3,38,1.3,M,A,"","",0,1,0,DS,R,"Many Epicormic stems, main stem somewhat damaged and decayed, lost biomass",,,,"",,,,,,,libe,747392.65518483,4308530.91009445,"RH,CT,IK",8/28/2023 2:32:18 PM,-78.1476298014789,38.8908382117222,,""
both,quadratIsNotTheSameInAllStems,131169,old_trees,1312,1,1.6,14.8,105,1.3,NULL,A,A,"",1,1,109,LI,M,"",1,93,85,"",0,,,,,,cagl,747621.608792084,4308746.77975513,RH,6/26/2023 3:31:01 PM,-78.1449152353451,38.8927166156415,,A
both,quadratIsNotTheSameInAllStems,131305,old_trees,1314,1,6.8,14.9,51,1.3,M,A,"","",0,1,55,LI,M,"",,,,"",,,,,,,havi,747625.877091187,4308786.98958872,RH,7/6/2023 5:45:08 PM,-78.1448515771277,38.8930773128833,,""
both,quadratIsNotTheSameInAllStems,13132,old_trees,0113,1,15.4,13.7,19,1.3,NULL,A,"","",0,1,19,LI,"","",,,,"",,,,,,,astr,747395.031194891,4308760.42698833,"IK,KB",4/13/2023 3:37:38 PM,-78.1475176557022,38.8929112564776,,""
both,quadratIsNotTheSameInAllStems,13134,old_trees,0119,1,16.6,18.3,31,1.25,M;P,A,"","",0,1,47,LI,"RT,M,A",Dbh matches but tag not found,,,,"",,,,,,,elum,747393.340240383,4308885.02128267,"RH,IK",4/18/2023 2:04:00 PM,-78.1474943317809,38.8940251371411,,""
both,quadratIsNotTheSameInAllStems,13136,old_trees,0127,1,13.4,14.7,18,1.3,M,A,"","",0,1,0,DS,M,"",,,,"",,,,,,,libe,747386.512731912,4309041.30497146,KB,4/26/2023 2:03:21 PM,-78.1475178010692,38.8954388807201,,""
both,quadratIsNotTheSameInAllStems,13137,old_trees,0127,1,13.6,13,31,1.3,M,A,"","",0,1,40,LI,"","",,,,"",,,,,,,libe,747386.752117113,4309039.61005886,KB,4/26/2023 2:47:29 PM,-78.147514506051,38.8954183417168,,""
both,quadratIsNotTheSameInAllStems,13138,old_trees,0127,1,13.2,12.4,15,1.3,M,A,"","",0,1,0,DT,RT,"",,,,"",,,,,,,libe,747386.36614388,4309039.00096062,KB,4/27/2023 1:34:03 PM,-78.1475142635063,38.8954139104875,,""
both,quadratIsNotTheSameInAllStems,13142,old_trees,0127,1,11.2,12.8,28,1.3,M,A,"","",0,1,36,LI,M,"",,,,"",,,,,,,libe,747384.357403139,4309039.35442439,IK,4/25/2023 6:58:32 PM,-78.1476441248224,38.895405707334,,""
both,quadratIsNotTheSameInAllStems,13189,old_trees,0123,1,1.5,2.9,34,1.3,M,A,"","",0,1,33,LI,"","",,,,"",,,,,,,elum,747376.745630137,4308949.25358693,"IK,RH",4/18/2023 5:06:17 PM,-78.1476623085653,38.8946079213475,,""
both,quadratIsNotTheSameInAllStems,13191,old_trees,0123,1,2.8,5.2,36,1.3,M,A,"","",0,1,37,LI,"","",,,,"",,,,,,,elum,747377.99192142,4308951.58314698,"RH,IK",4/18/2023 3:37:12 PM,-78.1476402872706,38.894617774616,,""
both,quadratIsNotTheSameInAllStems,13200,old_trees,0128,1,8.8,9.3,31,1.3,M,A,"","",0,1,0,DS,R,"",,,,"",,,,,,,libe,747381.575260758,4309055.79430528,"RH,CT",4/27/2023 3:13:29 PM,-78.147568296246,38.895565462851,,""
both,quadratIsNotTheSameInAllStems,13206,old_trees,0128,1,8.4,11.5,30,1.3,M,A,"","",0,1,40,LI,"","",,,,"",,,,,,,libe,747381.124329739,4309057.98444346,"RH,CT",4/27/2023 3:18:22 PM,-78.1475727015815,38.8955853012625,,""
both,quadratIsNotTheSameInAllStems,13210,old_trees,0129,1,12.5,3.6,17,1.3,M,A,"","",0,1,0,DN,"","",,,,"",,,,,,,astr,747384.942515298,4309070.17628397,KB,4/27/2023 7:17:01 PM,-78.1475243335997,38.8956939569276,,""
both,quadratIsNotTheSameInAllStems,13212,old_trees,0129,1,18.5,6.3,15,1.3,NULL,A,"","",0,1,17,LI,M,"",,,,"",,,,,,,astr,747390.878262139,4309073.01476304,KB,4/27/2023 1:54:52 PM,-78.1474549468488,38.8957178328897,,""
both,quadratIsNotTheSameInAllStems,13214,old_trees,0129,1,10.7,17.7,16,1.3,NULL,A,"","",0,1,16,LI,M,"",,,,"",,,,,,,astr,747382.815889038,4309084.23076036,IK,4/26/2023 4:02:08 PM,-78.1475437614503,38.8958210510787,,""
